ProductKey,CultureName,ProductDescription
210,Romanian,"Cadrul nostru de aluminiu, cel mai usor si de cea mai buna calitate, realizat din cel mai recent aliaj; este sudat si tratat termic pentru åmbunatatirea rezistentei. Designul nostru inovator are ca rezultat un maximum de confort si performanta."
210,Rumansh,Noss rom d'aluminium il pli lev e da la pli auta qualitad or dal pli nov liament; buglç e tractÖ cun chalira per ina meglra stabilitad. Noss design innovativ porscha in confort excellent per prestaziuns maximalas.
210,Russian,"????????? ?????????????????? ??????????? ????, ????????? ?? ????????? ??????. ?????????????? ????????? ??????? ???? ?????????????? ?? ???? ??????????????. ????????? ??????????? ???????????? ???????????? ??????? ? ?????????????."
210,Serbian - Cyrillic,??? ???????? ??? ?? ???????????????? ??????????? ?? ????????? ??????; ??????? ? ????? ?? ????? ???? ?????. ??? ?????????? ?????? ?? ?????? ? ????????? ????????? ? ???????????.
210,Serbian - Latin,Nas najlaksi ram od najkvalitetnijeg aluminijuma od najnovije legure; zavaren i kaljen da pruzi vecu snagu. Nas inovativan dizajn se ogleda u maksimumu udobnosti i performansi.
210,Slovak,N†s najlahs° hlin°kovy r†m najvyssej kvality vyrobeny z najnovsej zliatiny. Pevnost sa dosiahla zv†ran°m a tepelnym spracovan°m. Vysledkom n†sho inovat°vneho dizajnu je maxim†lne pohodlie a vykon.
210,Slovenian,"Nas najlazji in najkakovostnejsi aluminijast okvir iz najnovejse zlitine, ki je zvarjen in toplotno obdelan tako, da zdrzi tudi najvecje napore. Rezultat nasega inovativnega dela so izjemno udobni in visokokakovostni izdelki."
210,Spanish,Nuestro cuadro de aluminio m†s ligero y de calidad superior fabricado con la m†s avanzada aleaci¢n; est† soldado y tratado con calor para una mejor resistencia. El resultado es un dise§o innovador para la m†xima comodidad y rendimiento.
210,Swahili,Fremu yetu ya alumini iliyo nyepesi na ya ubora wa juu iliyotengezwa toka kwa aloi mpya kabisa; imeunganishwa na kuchomwa ili kuwa na nguvu. 
210,Swedish,VÜr lÑttaste och bÑsta aluminiumram tillverkad av den senaste legeringen. Den Ñr hopsvetsad och vÑrmebehandlad fîr bÑsta styrka. VÜr innovativa design ger hîgsta komfort och prestanda.
210,Tamil,"????????? ??????, ?????? ??????? ?????????? ??????? ?????????? ?????? ???????????????? ????????????????????; ??? ?????????????????? ??? ???? ??????????? ????????????????? ?????????????????????. ????????? ????????? ?????????? ???????? ?????????????? ??????
210,Telugu,?? ??? ????? ???? ????? ?????? ???????? ??????????? ?????? ?????? ???? ?????? ?????? ????? ?????????; ??????? ???? ????????? ????? ????-???????????? ?????????. ?? ??????? ?????? ?????? ??????? ????? ????????? ???????????.
210,Tswana,Foreimi ya rona ya aluminiamo e e botlhofotlhofo e bile e le ya boleng jo bo gaisang e e dirilweng ka motswakotshipi o o montshwa; e noseditswe ya ba ya gotediwa ka molelo go e matlafatsa. Modiro wa rona o re o itshimololetseng o fa botobetobe e bile o dir
210,Ukrainian,???? ???????? ???? ?????????????? ?? ?????? ?????? ????????? ?? ?????? ???????? ???????? ??????. ????? ???????????? ???????? ????? ?????????? ????????? ??????????? ???? ???????????? ???????? ?????????????. ??????? ????????????? ??????? ? ??????????? ??????
210,Urdu,???? ???? ????? ????? ?? ???? ??? ????? ?? ?? ???? ??? ?????? ????? ?? ??????? ????? ??? ?????? ?? ??? ?? ??? ????? ???? ??? ??? ????? ??????? ?????? ????? ?? ????? ???? ??? ???????? ?? ??? ???? ???
210,Vietnamese,Khung xe ba`ng nhìm nhe? nhÉ't va` co' chÉ't luo?ng cao nhÉ't cu?a chu'ng tìi duo?c la`m tu` loa?i ho?p kim mo'i nhÉ't; khung xe duo?c ha`n va` xu? ly' nhià?t nha`m tang dì? bà`n. Thià't kà' tiàn tià'n cu?a chu'ng tìi giu'p dem la?i su? thoa?i ma'i va` hià
210,Welsh,Ein ffrÉm alwminiwm ysgafnaf ac o'r ansawdd uchaf wedi ei lunio o'r aloi diweddaraf; mae wedi ei weldio a'i drin É gwres i'w gryfhau. Mae'n cynllun arloesol yn sicrhau'r cysur a pherfformiad uchaf.
210,Zulu,Ifremu lethu le-aluminiyamu elilula neliyikhwalithi eyakhiwe ngengxube yensimbi entsha; ishiselwe yakhandelwa ukuvimbela ukushisa ukuze iqine. Idizayni yethu eqanjwe kabusha iholela kwintokomalo enkulu nasekusebenzeni okuhamba phambili. 
211,Afrikaans,Ons ligste en beste-gehalte aluminiumraam gemaak van die jongste allooi; dit word gesweis en getemper vir krag. Ons nuwe ontwerp bied maksimum gemak en werkverrigting.
211,Albanian,"Trupi ynâ prej alumini mâ tâ lehtâ dhe me cilâsinâ mâ tâ mirâ, i prodhuar nga aliazhi mâ i ri; âshtâ salduar dhe kalitur qâ tâ ketâ rezistencâ. Modeli ynâ novator ka si rezultat njâ rehati dhe rendiment maksimal."
211,Basque,"Gure kalitate oneneko aluminiozko koadro arinena, aleazio berrienarekin egindakoa. Soldatuta eta beroarekin tratatuta dago sendoagoa izan dadin. Gure diseinu berriztatzaileari esker erosotasun eta funtzionamendu bikainak eskaintzen ditu."
211,Bosnian (Cyrillic),??? ???????? ? ???????????????? ??? ??????? ?? ????????? ??????; ??????? ? ????? ?? ????? ???? ?????. ??? ?????????? ?????? ?? ?????? ? ????????? ????????? ? ???????????.
211,Bosnian (Latin),Nas najlaksi i visokokvalitetni ram izraden od najnovije legure; zavaren i kaljen da pruzi vecu snagu. Nas inovativan dizajn se ogleda u maksimumu udobnosti i performansi.
211,Brazilian,Nosso quadro de alum°nio mais leve e de melhor qualidade feito com a mais nova liga met†lica; Ç soldado e termotratado para ser resistente. Nosso design inovador resulta em conforto e desempenho m†ximos.
211,Bulgarian,"?????????????????? ? ????????? ?????????? ????? ? ????????? ?? ???-?????? ?????, ????? ????? ? ??????? ???? ?????????? ? ???????? ?????????. ????????? ?????? ????????? ?????????? ??????? ? ?????? ?? ??????????."
211,Catalan,"El nostre quadre d'alumini mÇs lleuger i de la millor qualitat, fabricat amb l'aliatge mÇs actual; estÖ soldat i termotractat per millorar-ne la resistäncia. El disseny innovador augmenta al mÖxim el rendiment i la comoditat."
211,Chinese - Hongkong,???????????????????,??????????????????????,?????????????????????????????????????
211,Chinese - Trad,?????????????????,???????????????????,??????????????????????????????????
211,Croatian,"Nas najlaksi i najkvalitetniji aluminijski okvir izraden od najnovije legure, zavaren i toplotno obraden za cvrstocu. Inovativni dizajn omogucuje maksimalnu udobnost i ucinkovitost."
211,Czech,N†s nejlehc° hlin°kovy r†m nejvyss° kvality vyrobeny z nejnovejs° slitiny; svarovany a tepelne zpracovany pro opravdovou pevnost. Pokrokovy design poskytuje maxim†ln° pohodl° a splnuje spickovÇ pozadavky.
211,Danish,"Vores letteste og bedste aluminiumstel, der er lavet af den nyeste legering. Stellet er svejset og varmebehandlet for at give det ekstra styrke. Vores innovative design giver maksimal komfort og ydeevne."
211,Dutch,"Ons lichtste aluminium frame van de beste kwaliteit, van de nieuwste legering. Gelast en getemperd. Ons innovatieve design resulteert in maximaal comfort en maximale prestaties."
211,Estonian,"Meie kergeim ja kvaliteetseim alumiiniumraam, mis valmistatud uusimast sulamist ning on tugevuse tagamiseks keevitatud ja termiliselt tîîdeldud. Meie uuendusliku kujunduse tulemuseks on maksimaalne mugavus ja toimivus."
211,Farsi,"???? ???? ? ?? ????? ???? ???? ?????????? ???? ?? ?? ?? ???????? ????? ????? ??? ???? ??? ???? ???? ??????? ?????? ??????? ? ????? ???? ??? ???. ????? ???????? ?? ?????? ????? ? ?????? ?????? ?? ?? ?????? ?? ????."
211,Finnish,"Kevein ja laadukkain alumiinirunkomme uusimmasta seoksesta, vahvistettu hitsaamalla ja lÑmpîkÑsittelyllÑ. Innovatiivisen suunnittelumme tuloksena on maksimaalinen mukavuus ja suorituskyky."
211,Galician,"O noso cadro de aluminio, m†is lixeiro e de mellor calidade, feito coa aliaxe m†is moderna, est† soldado e tratado con calor para ga§ar fortaleza. O noso dese§o innovador ten como resultado a m†xima comodidade e prestaci¢ns."
211,Greek,Á? „?? Ó?‡Ì?? „?‡?Â?? Ê‡? ÊÓ ‡??Á‡Á? „???Á?Á‡. ?‡Á‡Â?Ó?‡ÂÊ??? ‡„? Á? „?? Â??????? ???Ê‡ ‡???Ê?????. ? Â???????Â? ?‡? ? ?Ó?Ê??? Ó„Ó?Ó??‡Â?‡ Á?? Ó?????Á‡? Ê???ÂÁ? ‡?Á???. ? ?‡???Á?Ê?? Â?ÓÎ?‡Â? ‡„?Ì??Ó? Á? ÊÓ?‡??ÁÓ?? ??ÓÂ? ?‡? Á?? ?‡??ÁÓ?Ó? Ó„?Î?ÂÓ??.
211,Gujrati,?????? ??? ????? ????????? ????????? ????? ????? ??????? ???? ??? ????? ???????????? ??????????? ?????; ?????? ???? ????? ???? ??? ????????? ???????????? ??????? ?????? ??. ????? ???????? ?????? ?????? ???? ??? ????????????? ?????? ??? ??. 
211,Hindi,????? ???? ????? ?? ????? ???????? ???? ??????????? ?? ????? ???? ????? ?? ??? ??; ?????? ?? ??? ??? ????? ?? ????? ???? ???? ??. ????? ???? ?????? ?? ???????????? ?? ???? ???????? ?? ?? ?????? ???????? ???? ??. 
211,Hungarian,"Legkînnyebb Çs legjobb minosÇgu alum°niumv†zunk, amelyet a leg£jabb îtvîzetbol, a nagyobb szil†rds†g ÇrdekÇben hegesztÇssel Çs hokezelÇssel kÇsz°tÅnk. Az innovat°v forma maxim†lis kÇnyelmet Çs teljes°tmÇnyt eredmÇnyez."
211,Icelandic,LÇttasta og besta †lgrindin £r nyjustu †lblîndunni. H£n er sodin og medhîndlud med hita sem gerir hana sterkari. Nyst†rleg hînnun eykur _ëgindi og virkni.
211,Indonesian,Rangka aluminium kualitas terbaik kami yang paling ringan terbuat dari alloy terbaru dan melalui proses pengelasan serta pemanasan agar kuat. Desain inovatif kami menghasilkan kenyamanan dan performa maksimal.
211,Inuktitut,se8i3X6 nN5tx3ymi3XK9l nFC/s/6 tuz nNymJ6 m3DwozJu4 nFC/4n1i4; iWt3ymJ6 x7ml sN3gjx3bsym9li n8qJ7mEoxEymJ6. x0psq5gu4 nNymiK5 wlx6goxEym/K5 x7ml xJ8q5tx6Li.
211,Irish,Is againne at† an fr†ma al£manaim is Çadroime agus is airde caighde†n agus Ç dÇanta den ch¢imhiotal is nua°; rinneadh t†th£ agus c¢ire†il teasa air lena neart£.  Cuireann an dearadh nu†la°och seo againne an compord agus an fheidhm°ocht is fearr ar f†il.
211,Italian,"Telaio in alluminio, pió leggero e della migliore qualitÖ, realizzato in una lega di ultima generazione. Il telaio ä saldato e subisce un trattamento termico per aumentare la rigiditÖ della struttura. Il design innovativo consente di ottenere comfort e pr
211,Kannada,???? ????? ????????? ???????? ???????????? ˇ?????? ??? ????? ???? ?????????? ????????????; ????? ?????????????? ?????? ?????? ?????? ????? ???????????? ????????????. ???? ?????? ?????????? ?????? ???????? ????? ????? ???????????? ???????? ?????????????.ˇ
211,Kazakh,?????? ??? ????? ??? ?????? ?????? ????????? ????? ?? ???? ?????????? ????????; ???????? ???? ??????? ????????? ???? ????????????? ?????. ?????? ???????????? ?????? ??????????? ?? ?????? ?????????? ???????? ??? ?????????? ?????????????? ??? ??????????. 
211,Konkani,???? ???????? ???? ??? ??? ????????? ????? ????? ????????? ????? ???? ??????. ??????? ????? ???? ???????? ???? ????????. ???? ????? ???????? ?????? ????? ?? ????? ??? ??????????????? ?????.
211,Korean,?? ???? ?? ??? ??? ?? ? ???? ?? ?? ??? ??? ??? ???? ??????. ?? ???? ????? ??? ???? ??? ?????.
211,Latvian,"Musu vieglakais augstakas kvalitates aluminija ramis ir izgatavots no jaunaka sakausejuma. Tas ir metinats un rudits, lai nodrosinatu izturibu. Novatoriskais dizains sniedz maksimalu komfortu un rezultatu."
211,Lithuanian,"Lengviausias ir geriausios kokybes aliumininis remas, pagamintas is naujausio lydinio. Jis suvirintas ir paveiktas siluma, kad butu stipresnis. Novatoriskas dizainas uztikrina patoguma ir nasuma."
211,Luxenbourgish,"Eise liichtesten an hÇichwÑertegsten Aluminimumskader aus der neister Metallkompositioun; geschweeste Kader, dee mat Hâtzt behandelt gouf fir nach mÇi StabilitÇit. Maximalen Confort a maximal Leeschtung durch eisen innovativen Design.  "
211,Macedonian,?????? ???????? ? ????????????? ???????????? ????? ????????? ?? ??????? ??????; ??? ? ???????? ? ???????? ?????????? ?? ???????????. ?????? ?????????? ?????? ????????? ?? ?????????? ?????????? ? ???????????.
211,Malaysian,Rangka aluminium paling ringan dan berkualiti terbaik kami diperbuat daripada aloi terbaru; ia dikimpal dan diberi rawatan haba untuk kekuatan. Reka bentuk inovatif kami menghasilkan keselesaan dan pretasi maksimum.
211,Maori,"Ko ta matou anga konumohe tino mama rawa atu, tino whai kounga hoki, i hanga ki te puhi konganuku tino hou rawa atu; kua honoa, kua whakamaimoatia ki te wera kia kaha ai. Ko te mutunga mai o te haneanea me te whakamahi nga hua o ta matou hoahoatanga auaha
211,Marathi,???? ?????? ???? ??? ????? ??????? ????????????? ??????? ???? ????? ?????????????? ??????? ???; ?? ????? ?????? ???? ?????????? ?????? ??????-????????? ?????? ???. ?????? ????????? ?????????? ??????? ???????? ??? ??? ??????? ?????.
211,Nepali,???? ???? ?????? ????? ????? ? ??????????? ?????????? ?????? ????????? ?????; ??????? ????? ??????? ???? ????????? ??????? ? ??? ???????. ?????? ????????? ????? ????????? ?????? ???? ?????? ? ??????????? ???????? ?????.
211,Norwegian,VÜr letteste og kvalitetsmessig beste aluminiumsramme laget av den nyeste legeringen. Den er sveiset og varmebehandlet for storst mulig styrke. VÜrt innovative design gir komfort og ytelse i sërklasse.
211,Nynorsk,VÜr lettaste og i kvalitet beste aluminiumsramme laga av den nyaste legeringa. Ho er sveisa og varmebehandla for storst mogleg styrke. Det innovative designet vÜrt gir komfort og yting i sërklasse.
211,Pashto,????? ??? ? ?? ???? ???? ????? ?????? ???????? ????? ? ???? ???????? ??? ??? ??? ??? ??? ????? ?? ? ?? ???? ????? ????? ?? ????? ????? ??? ?? ?? ????? ? ?????? ? ?????? ????? ?? ????? ???? ? ?? ?????? ?? ??????? ??? ??.
211,Polish,"Najlzejsza aluminiowa rama o najwyzszej jakosci, wykonana z najnowoczesniejszego stopu. Rama jest spawana i hartowana w wysokiej temperaturze, co zapewnia jej odpowiednia wytrzymalosc. Dzieki innowacyjnemu projektowi ta rama zapewnia maksymalny komfort i 
211,Portuguese (European),"Feita a partir da mais recente liga, a nossa estrutura em alum°nio leve e da melhor qualidade; soldada e com tratamento tÇrmico para uma maior robustez. O nosso design inovador resulta num m†ximo do conforto e desempenho."
211,Punjabi,?????? ????? ??? ??? ????? ??? ???? ?? ??? ???? ??? ?? ??? ???? ??????? ?? ????????? ?????; ?????? ??? ?? ????? ???? ???? ??? ?? ??? ???-???????? ?????? ?????? ??? ??? ???? ?????????? ?????? ??? ??? ??? ???? ??? ??????? ?????? ???? ???
211,Quecha,•uqaykupa aluminyuykuqa aswan sampallam hinallataq ancha allin tukuy yachaywan sumaq ruwasqa; ancha ninapi chulluchispa tinkisqa allin takyanampaq.kayqa musuqmi allin kanapaq mana tukuriq.
211,Romanian,"Cadrul nostru de aluminiu, cel mai usor si de cea mai buna calitate, realizat din cel mai recent aliaj; este sudat si tratat termic pentru åmbunatatirea rezistentei. Designul nostru inovator are ca rezultat un maximum de confort si performanta."
211,Rumansh,Noss rom d'aluminium il pli lev e da la pli auta qualitad or dal pli nov liament; buglç e tractÖ cun chalira per ina meglra stabilitad. Noss design innovativ porscha in confort excellent per prestaziuns maximalas.
211,Russian,"????????? ?????????????????? ??????????? ????, ????????? ?? ????????? ??????. ?????????????? ????????? ??????? ???? ?????????????? ?? ???? ??????????????. ????????? ??????????? ???????????? ???????????? ??????? ? ?????????????."
211,Serbian - Cyrillic,??? ???????? ??? ?? ???????????????? ??????????? ?? ????????? ??????; ??????? ? ????? ?? ????? ???? ?????. ??? ?????????? ?????? ?? ?????? ? ????????? ????????? ? ???????????.
211,Serbian - Latin,Nas najlaksi ram od najkvalitetnijeg aluminijuma od najnovije legure; zavaren i kaljen da pruzi vecu snagu. Nas inovativan dizajn se ogleda u maksimumu udobnosti i performansi.
211,Slovak,N†s najlahs° hlin°kovy r†m najvyssej kvality vyrobeny z najnovsej zliatiny. Pevnost sa dosiahla zv†ran°m a tepelnym spracovan°m. Vysledkom n†sho inovat°vneho dizajnu je maxim†lne pohodlie a vykon.
211,Slovenian,"Nas najlazji in najkakovostnejsi aluminijast okvir iz najnovejse zlitine, ki je zvarjen in toplotno obdelan tako, da zdrzi tudi najvecje napore. Rezultat nasega inovativnega dela so izjemno udobni in visokokakovostni izdelki."
211,Spanish,Nuestro cuadro de aluminio m†s ligero y de calidad superior fabricado con la m†s avanzada aleaci¢n; est† soldado y tratado con calor para una mejor resistencia. El resultado es un dise§o innovador para la m†xima comodidad y rendimiento.
